app	product_id	type	price_usd	reward_qty	reward_unit	duration	notes
GeneralQuiz	coins_large	consumable	2.99	500	coins		
GeneralQuiz	five_lives	consumable	0.99	5	lives		
GeneralQuiz	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
GeneralQuiz	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
GeneralQuiz	hint_pack	consumable	1.99	10	hints		
GeneralQuiz	starter_pack	consumable	0.99	bundle	coins+lives+hints		
GeneralQuiz	season_pass_monthly	subscription	1.99		subscription	P1M	
GeographyQuiz	remove_ads	non_consumable	2.99		ads_off	forever	
GeographyQuiz	coins_small	consumable	0.99	100	coins		
GeographyQuiz	coins_large	consumable	2.99	500	coins		
GeographyQuiz	five_lives	consumable	0.99	5	lives		
GeographyQuiz	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
GeographyQuiz	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
GeographyQuiz	hint_pack	consumable	1.99	10	hints		
GeographyQuiz	starter_pack	consumable	0.99	bundle	coins+lives+hints		
GeographyQuiz	season_pass_monthly	subscription	1.99		subscription	P1M	
GolfScorecard	remove_ads	non_consumable	2.99		ads_off	forever	
GolfScorecard	coins_small	consumable	0.99	100	coins		
GolfScorecard	coins_large	consumable	2.99	500	coins		
GolfScorecard	five_lives	consumable	0.99	5	lives		
GolfScorecard	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
GolfScorecard	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
GolfScorecard	hint_pack	consumable	1.99	10	hints		
GolfScorecard	starter_pack	consumable	0.99	bundle	coins+lives+hints		
GolfScorecard	season_pass_monthly	subscription	1.99		subscription	P1M	
GroceryList	remove_ads	non_consumable	2.99		ads_off	forever	
GroceryList	coins_small	consumable	0.99	100	coins		
GroceryList	coins_large	consumable	2.99	500	coins		
GroceryList	five_lives	consumable	0.99	5	lives		
GroceryList	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
GroceryList	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
GroceryList	hint_pack	consumable	1.99	10	hints		
GroceryList	starter_pack	consumable	0.99	bundle	coins+lives+hints		
GroceryList	season_pass_monthly	subscription	1.99		subscription	P1M	
GuitarChords	remove_ads	non_consumable	2.99		ads_off	forever	
HabitTracker	remove_ads	non_consumable	2.99		ads_off	forever	
HabitTracker	coins_small	consumable	0.99	100	coins		
HabitTracker	coins_large	consumable	2.99	500	coins		
HabitTracker	five_lives	consumable	0.99	5	lives		
HabitTracker	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
HabitTracker	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
HabitTracker	hint_pack	consumable	1.99	10	hints		
HabitTracker	starter_pack	consumable	0.99	bundle	coins+lives+hints		
HabitTracker	season_pass_monthly	subscription	1.99		subscription	P1M	
Hangman	remove_ads	non_consumable	2.99		ads_off	forever	
Hangman	coins_small	consumable	0.99	100	coins		
Hangman	coins_large	consumable	2.99	500	coins		
Hangman	five_lives	consumable	0.99	5	lives		
Hangman	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Hangman	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Hangman	hint_pack	consumable	1.99	10	hints		
Hangman	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Hangman	season_pass_monthly	subscription	1.99		subscription	P1M	
HarryPotterFan	remove_ads	non_consumable	2.99		ads_off	forever	
HarryPotterFan	coins_small	consumable	0.99	100	coins		
HarryPotterFan	coins_large	consumable	2.99	500	coins		
HarryPotterFan	five_lives	consumable	0.99	5	lives		
HarryPotterFan	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
HarryPotterFan	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
HarryPotterFan	hint_pack	consumable	1.99	10	hints		
HarryPotterFan	starter_pack	consumable	0.99	bundle	coins+lives+hints		
HarryPotterFan	season_pass_monthly	subscription	1.99		subscription	P1M	
HeadsUpGame	remove_ads	non_consumable	2.99		ads_off	forever	
HeadsUpGame	coins_small	consumable	0.99	100	coins		
HeadsUpGame	coins_large	consumable	2.99	500	coins		
HeadsUpGame	five_lives	consumable	0.99	5	lives		
HeadsUpGame	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
HeadsUpGame	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
HeadsUpGame	hint_pack	consumable	1.99	10	hints		
HeadsUpGame	starter_pack	consumable	0.99	bundle	coins+lives+hints		
HeadsUpGame	season_pass_monthly	subscription	1.99		subscription	P1M	
HiddenObject	remove_ads	non_consumable	2.99		ads_off	forever	
HiddenObject	coins_small	consumable	0.99	100	coins		
HiddenObject	coins_large	consumable	2.99	500	coins		
HiddenObject	five_lives	consumable	0.99	5	lives		
HiddenObject	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
HiddenObject	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
HiddenObject	hint_pack	consumable	1.99	10	hints		
HiddenObject	starter_pack	consumable	0.99	bundle	coins+lives+hints		
HiddenObject	season_pass_monthly	subscription	1.99		subscription	P1M	
HistoryQuiz	remove_ads	non_consumable	2.99		ads_off	forever	
HistoryQuiz	coins_small	consumable	0.99	100	coins		
HistoryQuiz	coins_large	consumable	2.99	500	coins		
HistoryQuiz	five_lives	consumable	0.99	5	lives		
HistoryQuiz	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
HistoryQuiz	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
HistoryQuiz	hint_pack	consumable	1.99	10	hints		
HistoryQuiz	starter_pack	consumable	0.99	bundle	coins+lives+hints		
HistoryQuiz	season_pass_monthly	subscription	1.99		subscription	P1M	
IceBreaker	remove_ads	non_consumable	2.99		ads_off	forever	
IceBreaker	coins_small	consumable	0.99	100	coins		
IceBreaker	coins_large	consumable	2.99	500	coins		
IceBreaker	five_lives	consumable	0.99	5	lives		
IceBreaker	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
IceBreaker	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
IceBreaker	hint_pack	consumable	1.99	10	hints		
IceBreaker	starter_pack	consumable	0.99	bundle	coins+lives+hints		
IceBreaker	season_pass_monthly	subscription	1.99		subscription	P1M	
JigsawPuzzle	remove_ads	non_consumable	2.99		ads_off	forever	
JigsawPuzzle	coins_small	consumable	0.99	100	coins		
JigsawPuzzle	coins_large	consumable	2.99	500	coins		
JigsawPuzzle	five_lives	consumable	0.99	5	lives		
JigsawPuzzle	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
JigsawPuzzle	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
JigsawPuzzle	hint_pack	consumable	1.99	10	hints		
JigsawPuzzle	starter_pack	consumable	0.99	bundle	coins+lives+hints		
JigsawPuzzle	season_pass_monthly	subscription	1.99		subscription	P1M	
Kaleidoscope	remove_ads	non_consumable	2.99		ads_off	forever	
Kaleidoscope	coins_small	consumable	0.99	100	coins		
Kaleidoscope	coins_large	consumable	2.99	500	coins		
KidsColoring	remove_ads	non_consumable	2.99		ads_off	forever	
KidsColoring	coins_small	consumable	0.99	100	coins		
KidsColoring	coins_large	consumable	2.99	500	coins		
KidsColoring	five_lives	consumable	0.99	5	lives		
KidsColoring	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
KidsColoring	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
KidsColoring	hint_pack	consumable	1.99	10	hints		
KidsColoring	starter_pack	consumable	0.99	bundle	coins+lives+hints		
KidsColoring	season_pass_monthly	subscription	1.99		subscription	P1M	
KidsDrum	remove_ads	non_consumable	2.99		ads_off	forever	
KidsDrum	coins_small	consumable	0.99	100	coins		
KidsDrum	coins_large	consumable	2.99	500	coins		
KidsDrum	five_lives	consumable	0.99	5	lives		
KidsDrum	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
KidsDrum	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
KidsDrum	hint_pack	consumable	1.99	10	hints		
KidsDrum	starter_pack	consumable	0.99	bundle	coins+lives+hints		
KidsDrum	season_pass_monthly	subscription	1.99		subscription	P1M	
KidsPiano	remove_ads	non_consumable	2.99		ads_off	forever	
KidsPiano	coins_small	consumable	0.99	100	coins		
KidsPiano	coins_large	consumable	2.99	500	coins		
KidsPiano	five_lives	consumable	0.99	5	lives		
KidsPiano	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
KidsPiano	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
KidsPiano	hint_pack	consumable	1.99	10	hints		
KidsPiano	starter_pack	consumable	0.99	bundle	coins+lives+hints		
KidsPiano	season_pass_monthly	subscription	1.99		subscription	P1M	
KnotPuzzle	remove_ads	non_consumable	2.99		ads_off	forever	
KnotPuzzle	coins_small	consumable	0.99	100	coins		
KnotPuzzle	coins_large	consumable	2.99	500	coins		
KnotPuzzle	five_lives	consumable	0.99	5	lives		
KnotPuzzle	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
KnotPuzzle	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
KnotPuzzle	hint_pack	consumable	1.99	10	hints		
KnotPuzzle	starter_pack	consumable	0.99	bundle	coins+lives+hints		
KnotPuzzle	season_pass_monthly	subscription	1.99		subscription	P1M	
LightsOut	remove_ads	non_consumable	2.99		ads_off	forever	
LightsOut	coins_small	consumable	0.99	100	coins		
LightsOut	coins_large	consumable	2.99	500	coins		
LoanCalculator	remove_ads	non_consumable	2.99		ads_off	forever	
LoanCalculator	coins_small	consumable	0.99	100	coins		
LoanCalculator	coins_large	consumable	2.99	500	coins		
LoanCalculator	five_lives	consumable	0.99	5	lives		
LoanCalculator	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
LoanCalculator	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
LoanCalculator	hint_pack	consumable	1.99	10	hints		
LoanCalculator	starter_pack	consumable	0.99	bundle	coins+lives+hints		
LoanCalculator	season_pass_monthly	subscription	1.99		subscription	P1M	
LogoQuiz	remove_ads	non_consumable	2.99		ads_off	forever	
LogoQuiz	coins_small	consumable	0.99	100	coins		
LogoQuiz	coins_large	consumable	2.99	500	coins		
LogoQuiz	five_lives	consumable	0.99	5	lives		
LogoQuiz	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
LogoQuiz	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
LogoQuiz	hint_pack	consumable	1.99	10	hints		
LogoQuiz	starter_pack	consumable	0.99	bundle	coins+lives+hints		
LogoQuiz	season_pass_monthly	subscription	1.99		subscription	P1M	
MahjongSolitaire	remove_ads	non_consumable	2.99		ads_off	forever	
MahjongSolitaire	coins_small	consumable	0.99	100	coins		
MahjongSolitaire	coins_large	consumable	2.99	500	coins		
MahjongSolitaire	five_lives	consumable	0.99	5	lives		
MahjongSolitaire	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MahjongSolitaire	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MahjongSolitaire	hint_pack	consumable	1.99	10	hints		
MahjongSolitaire	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MahjongSolitaire	season_pass_monthly	subscription	1.99		subscription	P1M	
MandalaColor	remove_ads	non_consumable	2.99		ads_off	forever	
MandalaColor	coins_small	consumable	0.99	100	coins		
MandalaColor	coins_large	consumable	2.99	500	coins		
MandalaColor	five_lives	consumable	0.99	5	lives		
MandalaColor	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MandalaColor	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MandalaColor	hint_pack	consumable	1.99	10	hints		
MandalaColor	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MandalaColor	season_pass_monthly	subscription	1.99		subscription	P1M	
Mastermind	remove_ads	non_consumable	2.99		ads_off	forever	
Mastermind	coins_small	consumable	0.99	100	coins		
Mastermind	coins_large	consumable	2.99	500	coins		
Mastermind	five_lives	consumable	0.99	5	lives		
Mastermind	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Mastermind	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Mastermind	hint_pack	consumable	1.99	10	hints		
Mastermind	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Mastermind	season_pass_monthly	subscription	1.99		subscription	P1M	
MedicationReminder	remove_ads	non_consumable	2.99		ads_off	forever	
MedicationReminder	coins_small	consumable	0.99	100	coins		
MedicationReminder	coins_large	consumable	2.99	500	coins		
MedicationReminder	five_lives	consumable	0.99	5	lives		
MedicationReminder	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MedicationReminder	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MedicationReminder	hint_pack	consumable	1.99	10	hints		
MedicationReminder	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MedicationReminder	season_pass_monthly	subscription	1.99		subscription	P1M	
MemoryCard	remove_ads	non_consumable	2.99		ads_off	forever	
MentalMathQuiz	remove_ads	non_consumable	2.99		ads_off	forever	
MentalMathQuiz	coins_small	consumable	0.99	100	coins		
MentalMathQuiz	coins_large	consumable	2.99	500	coins		
MentalMathQuiz	five_lives	consumable	0.99	5	lives		
MentalMathQuiz	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MentalMathQuiz	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MentalMathQuiz	hint_pack	consumable	1.99	10	hints		
MentalMathQuiz	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MentalMathQuiz	season_pass_monthly	subscription	1.99		subscription	P1M	
Metronome	remove_ads	non_consumable	2.99		ads_off	forever	
Minesweeper	remove_ads	non_consumable	2.99		ads_off	forever	
Minesweeper	coins_small	consumable	0.99	100	coins		
Minesweeper	coins_large	consumable	2.99	500	coins		
Minesweeper	five_lives	consumable	0.99	5	lives		
Minesweeper	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Minesweeper	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Minesweeper	hint_pack	consumable	1.99	10	hints		
Minesweeper	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Minesweeper	season_pass_monthly	subscription	1.99		subscription	P1M	
MoodTracker	remove_ads	non_consumable	2.99		ads_off	forever	
MoodTracker	coins_small	consumable	0.99	100	coins		
MoodTracker	coins_large	consumable	2.99	500	coins		
MoodTracker	five_lives	consumable	0.99	5	lives		
MoodTracker	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MoodTracker	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MoodTracker	hint_pack	consumable	1.99	10	hints		
MoodTracker	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MoodTracker	season_pass_monthly	subscription	1.99		subscription	P1M	
MorseCode	remove_ads	non_consumable	2.99		ads_off	forever	
MorseCode	coins_small	consumable	0.99	100	coins		
MorseCode	coins_large	consumable	2.99	500	coins		
MorseCode	five_lives	consumable	0.99	5	lives		
MorseCode	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MorseCode	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MorseCode	hint_pack	consumable	1.99	10	hints		
MorseCode	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MorseCode	season_pass_monthly	subscription	1.99		subscription	P1M	
MovieTrivia	remove_ads	non_consumable	2.99		ads_off	forever	
MovieTrivia	coins_small	consumable	0.99	100	coins		
MovieTrivia	coins_large	consumable	2.99	500	coins		
MovieTrivia	five_lives	consumable	0.99	5	lives		
MovieTrivia	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MovieTrivia	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MovieTrivia	hint_pack	consumable	1.99	10	hints		
MovieTrivia	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MovieTrivia	season_pass_monthly	subscription	1.99		subscription	P1M	
MultiplicationGame	remove_ads	non_consumable	2.99		ads_off	forever	
MultiplicationGame	coins_small	consumable	0.99	100	coins		
MultiplicationGame	coins_large	consumable	2.99	500	coins		
MultiplicationGame	five_lives	consumable	0.99	5	lives		
MultiplicationGame	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
MultiplicationGame	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
MultiplicationGame	hint_pack	consumable	1.99	10	hints		
MultiplicationGame	starter_pack	consumable	0.99	bundle	coins+lives+hints		
MultiplicationGame	season_pass_monthly	subscription	1.99		subscription	P1M	
MusicTheory	remove_ads	non_consumable	2.99		ads_off	forever	
NeverHaveIEver	remove_ads	non_consumable	1.99		ads_off	forever	
NeverHaveIEver	coins_small	consumable	0.99	100	coins		
NeverHaveIEver	coins_large	consumable	2.99	500	coins		
NeverHaveIEver	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Nonogram	remove_ads	non_consumable	2.99		ads_off	forever	
Nonogram	coins_small	consumable	0.99	100	coins		
Nonogram	coins_large	consumable	2.99	500	coins		
Nonogram	five_lives	consumable	0.99	5	lives		
Nonogram	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Nonogram	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Nonogram	hint_pack	consumable	1.99	10	hints		
Nonogram	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Nonogram	season_pass_monthly	subscription	1.99		subscription	P1M	
NumberBase	remove_ads	non_consumable	2.99		ads_off	forever	
NumberBase	coins_small	consumable	0.99	100	coins		
NumberBase	coins_large	consumable	2.99	500	coins		
NumberBase	five_lives	consumable	0.99	5	lives		
NumberBase	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
NumberBase	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
NumberBase	hint_pack	consumable	1.99	10	hints		
NumberBase	starter_pack	consumable	0.99	bundle	coins+lives+hints		
NumberBase	season_pass_monthly	subscription	1.99		subscription	P1M	
NumberLink	remove_ads	non_consumable	2.99		ads_off	forever	
NumberLink	coins_small	consumable	0.99	100	coins		
NumberLink	coins_large	consumable	2.99	500	coins		
NumberLink	five_lives	consumable	0.99	5	lives		
NumberLink	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
NumberLink	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
NumberLink	hint_pack	consumable	1.99	10	hints		
NumberLink	starter_pack	consumable	0.99	bundle	coins+lives+hints		
NumberLink	season_pass_monthly	subscription	1.99		subscription	P1M	
NumberMemory	remove_ads	non_consumable	2.99		ads_off	forever	
NumberMemory	coins_small	consumable	0.99	100	coins		
NumberMemory	coins_large	consumable	2.99	500	coins		
NumberMemory	five_lives	consumable	0.99	5	lives		
NumberMemory	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
NumberMemory	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
NumberMemory	hint_pack	consumable	1.99	10	hints		
NumberMemory	starter_pack	consumable	0.99	bundle	coins+lives+hints		
NumberMemory	season_pass_monthly	subscription	1.99		subscription	P1M	
NumberTap	remove_ads	non_consumable	2.99		ads_off	forever	
NumberTap	coins_small	consumable	0.99	100	coins		
NumberTap	coins_large	consumable	2.99	500	coins		
NumberTap	five_lives	consumable	0.99	5	lives		
NumberTap	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
NumberTap	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
NumberTap	hint_pack	consumable	1.99	10	hints		
NumberTap	starter_pack	consumable	0.99	bundle	coins+lives+hints		
NumberTap	season_pass_monthly	subscription	1.99		subscription	P1M	
PackingChecklist	remove_ads	non_consumable	2.99		ads_off	forever	
PackingChecklist	coins_small	consumable	0.99	100	coins		
PackingChecklist	coins_large	consumable	2.99	500	coins		
PackingChecklist	five_lives	consumable	0.99	5	lives		
PackingChecklist	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PackingChecklist	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PackingChecklist	hint_pack	consumable	1.99	10	hints		
PackingChecklist	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PackingChecklist	season_pass_monthly	subscription	1.99		subscription	P1M	
PackingList	remove_ads	non_consumable	2.99		ads_off	forever	
PackingList	coins_small	consumable	0.99	100	coins		
PackingList	coins_large	consumable	2.99	500	coins		
PackingList	five_lives	consumable	0.99	5	lives		
PackingList	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PackingList	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PackingList	hint_pack	consumable	1.99	10	hints		
PackingList	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PackingList	season_pass_monthly	subscription	1.99		subscription	P1M	
PasswordGen	remove_ads	non_consumable	2.99		ads_off	forever	
PercentageCalc	remove_ads	non_consumable	2.99		ads_off	forever	
PercentageCalc	coins_small	consumable	0.99	100	coins		
PercentageCalc	coins_large	consumable	2.99	500	coins		
PercentageCalc	five_lives	consumable	0.99	5	lives		
PercentageCalc	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PercentageCalc	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PercentageCalc	hint_pack	consumable	1.99	10	hints		
PercentageCalc	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PercentageCalc	season_pass_monthly	subscription	1.99		subscription	P1M	
PeriodTracker	remove_ads	non_consumable	2.99		ads_off	forever	
PeriodTracker	coins_small	consumable	0.99	100	coins		
PeriodTracker	coins_large	consumable	2.99	500	coins		
PeriodTracker	five_lives	consumable	0.99	5	lives		
PeriodTracker	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PeriodTracker	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PeriodTracker	hint_pack	consumable	1.99	10	hints		
PeriodTracker	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PeriodTracker	season_pass_monthly	subscription	1.99		subscription	P1M	
PhoneticApp	remove_ads	non_consumable	2.99		ads_off	forever	
PhoneticApp	coins_small	consumable	0.99	100	coins		
PhoneticApp	coins_large	consumable	2.99	500	coins		
PhoneticApp	five_lives	consumable	0.99	5	lives		
PhoneticApp	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PhoneticApp	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PhoneticApp	hint_pack	consumable	1.99	10	hints		
PhoneticApp	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PhoneticApp	season_pass_monthly	subscription	1.99		subscription	P1M	
Phrasebook	remove_ads	non_consumable	2.99		ads_off	forever	
Phrasebook	coins_small	consumable	0.99	100	coins		
Phrasebook	coins_large	consumable	2.99	500	coins		
Phrasebook	five_lives	consumable	0.99	5	lives		
Phrasebook	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Phrasebook	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Phrasebook	hint_pack	consumable	1.99	10	hints		
Phrasebook	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Phrasebook	season_pass_monthly	subscription	1.99		subscription	P1M	
PianoKeyboard	remove_ads	non_consumable	2.99		ads_off	forever	
PinPull	remove_ads	non_consumable	2.99		ads_off	forever	
PinPull	coins_small	consumable	0.99	100	coins		
PinPull	coins_large	consumable	2.99	500	coins		
PinPull	five_lives	consumable	0.99	5	lives		
PinPull	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PinPull	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PinPull	hint_pack	consumable	1.99	10	hints		
PinPull	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PinPull	season_pass_monthly	subscription	1.99		subscription	P1M	
PipeConnect	remove_ads	non_consumable	2.99		ads_off	forever	
PipeConnect	coins_small	consumable	0.99	100	coins		
PipeConnect	coins_large	consumable	2.99	500	coins		
PipeConnect	five_lives	consumable	0.99	5	lives		
PipeConnect	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PipeConnect	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PipeConnect	hint_pack	consumable	1.99	10	hints		
PipeConnect	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PipeConnect	season_pass_monthly	subscription	1.99		subscription	P1M	
PixelArt	remove_ads	non_consumable	2.99		ads_off	forever	
PixelArt	coins_small	consumable	0.99	100	coins		
PixelArt	coins_large	consumable	2.99	500	coins		
PixelArt	five_lives	consumable	0.99	5	lives		
PixelArt	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PixelArt	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PixelArt	hint_pack	consumable	1.99	10	hints		
PixelArt	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PixelArt	season_pass_monthly	subscription	1.99		subscription	P1M	
PlantWater	remove_ads	non_consumable	2.99		ads_off	forever	
PlantWater	coins_small	consumable	0.99	100	coins		
PlantWater	coins_large	consumable	2.99	500	coins		
PlantWater	five_lives	consumable	0.99	5	lives		
PlantWater	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PlantWater	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PlantWater	hint_pack	consumable	1.99	10	hints		
PlantWater	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PlantWater	season_pass_monthly	subscription	1.99		subscription	P1M	
PomodoroTimer	remove_ads	non_consumable	2.99		ads_off	forever	
PomodoroTimer	coins_small	consumable	0.99	100	coins		
PomodoroTimer	coins_large	consumable	2.99	500	coins		
PostureReminder	remove_ads	non_consumable	2.99		ads_off	forever	
PostureReminder	coins_small	consumable	0.99	100	coins		
PostureReminder	coins_large	consumable	2.99	500	coins		
PostureReminder	five_lives	consumable	0.99	5	lives		
PostureReminder	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PostureReminder	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PostureReminder	hint_pack	consumable	1.99	10	hints		
PostureReminder	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PostureReminder	season_pass_monthly	subscription	1.99		subscription	P1M	
PushUpCounter	remove_ads	non_consumable	2.99		ads_off	forever	
PushUpCounter	coins_small	consumable	0.99	100	coins		
PushUpCounter	coins_large	consumable	2.99	500	coins		
PushUpCounter	five_lives	consumable	0.99	5	lives		
PushUpCounter	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
PushUpCounter	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
PushUpCounter	hint_pack	consumable	1.99	10	hints		
PushUpCounter	starter_pack	consumable	0.99	bundle	coins+lives+hints		
PushUpCounter	season_pass_monthly	subscription	1.99		subscription	P1M	
Puzzle2048	remove_ads	non_consumable	2.99		ads_off	forever	
Puzzle2048	coins_small	consumable	0.99	100	coins		
Puzzle2048	coins_large	consumable	2.99	500	coins		
Puzzle2048	five_lives	consumable	0.99	5	lives		
Puzzle2048	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
Puzzle2048	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
Puzzle2048	undo_pack	consumable	0.99	10	undos		
Puzzle2048	starter_pack	consumable	0.99	bundle	coins+lives+hints		
Puzzle2048	season_pass_monthly	subscription	1.99		subscription	P1M	
QRCodeGen	remove_ads	non_consumable	2.99		ads_off	forever	
QRCodeGen	coins_small	consumable	0.99	100	coins		
QRCodeGen	coins_large	consumable	2.99	500	coins		
QRCodeGen	five_lives	consumable	0.99	5	lives		
QRCodeGen	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
QRCodeGen	unlimited_lives_forever	non_consumable	4.99	inf	lives	forever	
QRCodeGen	hint_pack	consumable	1.99	10	hints		
QRCodeGen	starter_pack	consumable	0.99	bundle	coins+lives+hints		
QRCodeGen	season_pass_monthly	subscription	1.99		subscription	P1M	
QuitSmoking	remove_ads	non_consumable	2.99		ads_off	forever	
QuitSmoking	coins_small	consumable	0.99	100	coins		
QuitSmoking	coins_large	consumable	2.99	500	coins		
QuitSmoking	five_lives	consumable	0.99	5	lives		
QuitSmoking	unlimited_lives_1h	consumable	0.99	inf	lives	1h	
